IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.55.134,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.119.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,47,0.00
8.218.142.253,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.22.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.87.30,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
8.222.144.50,2096,2096,true,SIN,Asia Pacific,Singapore,47,0.00
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,47,0.00
47.243.183.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.198.34,2053,2053,true,SIN,Asia Pacific,Singapore,47,0.00
8.210.3.24,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.236.144.208,2052,2052,false,SIN,Asia Pacific,Singapore,47,0.00
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.149.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.203.7,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.201.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.139.243,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,47,0.00
47.236.164.215,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
8.218.74.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.94.15,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.198.34,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.22.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.142.253,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.206.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.201.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.189.143,2086,2086,false,SIN,Asia Pacific,Singapore,48,0.00
8.219.229.190,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.5.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.206.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.217.221.165,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,48,0.00
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,48,0.00
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
47.76.159.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.179.231,2083,2083,true,SIN,Asia Pacific,Singapore,48,0.00
47.76.146.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.164.209,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.238.222.172,80,80,false,FRA,Europe,Frankfurt,48,0.00
8.218.3.12,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.175.109,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.222.36,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.248.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.18.132,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.242.157.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.139.13,2082,2082,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.120.87,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
47.76.178.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.242.157.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
8.219.142.191,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.2.181,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.80.72,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,49,0.00
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.86.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.74.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.238.40.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,49,0.00
8.217.145.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.242.252.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.211.17,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.204.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.159.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.155.238,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.126.53,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
47.243.139.85,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,50,0.00
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.91.121,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.91.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,50,0.00
8.219.111.175,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.181.189,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.252.237,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.17.250,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,50,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.191.40,2052,2052,false,SIN,Asia Pacific,Singapore,50,0.00
47.236.130.95,8080,8080,false,SIN,Asia Pacific,Singapore,50,0.00
47.237.82.15,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
47.243.91.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.237.10.1,2083,2083,true,SIN,Asia Pacific,Singapore,50,0.00
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.120.87,8080,8080,false,SIN,Asia Pacific,Singapore,50,0.00
8.219.237.250,2086,2086,false,SIN,Asia Pacific,Singapore,50,0.00
47.237.11.182,8880,8880,false,SIN,Asia Pacific,Singapore,50,0.00
8.210.101.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
8.219.163.195,8080,8080,false,SIN,Asia Pacific,Singapore,50,0.00
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.238.40.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.67.28,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,51,0.00
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.207.60,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.5.154,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.148.106,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.107.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,51,0.00
8.219.122.55,2086,2086,false,SIN,Asia Pacific,Singapore,51,0.00
8.219.209.14,2082,2082,false,SIN,Asia Pacific,Singapore,51,0.00
8.217.121.207,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.170.225,2052,2052,false,SIN,Asia Pacific,Singapore,51,0.00
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.237.14.220,2052,2052,false,SIN,Asia Pacific,Singapore,51,0.00
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.237.95.13,8080,8080,false,SIN,Asia Pacific,Singapore,51,0.00
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,51,0.00
8.217.85.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.238.40.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.80.110,2086,2086,false,SIN,Asia Pacific,Singapore,51,0.00
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.219.87.30,80,80,false,SIN,Asia Pacific,Singapore,52,0.00
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.85.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,52,0.00
47.237.92.26,2095,2095,false,SIN,Asia Pacific,Singapore,52,0.00
8.218.146.204,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.75.113,2052,2052,false,SIN,Asia Pacific,Singapore,52,0.00
47.242.157.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.180.51,2095,2095,false,SIN,Asia Pacific,Singapore,52,0.00
47.76.32.108,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.238.6.102,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,52,0.00
8.210.174.156,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.222.222.64,8080,8080,false,SIN,Asia Pacific,Singapore,52,0.00
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.79.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.207.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.218.188.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.175.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.76.77.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,52,0.00
8.219.193.202,80,80,false,SIN,Asia Pacific,Singapore,52,0.00
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,53,0.00
47.236.97.90,8880,8880,false,SIN,Asia Pacific,Singapore,53,0.00
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,53,0.00
47.236.9.152,2095,2095,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.202.130,8080,8080,false,SIN,Asia Pacific,Singapore,53,0.00
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.9.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.217.49.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.110.81,2082,2082,false,SIN,Asia Pacific,Singapore,53,0.00
47.237.95.140,8880,8880,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.222.36,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.243.90.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.217.251.62,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.155.238,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,53,0.00
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.76.37.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,53,0.00
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.237.10.1,2086,2086,false,SIN,Asia Pacific,Singapore,53,0.00
8.219.198.34,8880,8880,false,SIN,Asia Pacific,Singapore,53,0.00
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,53,0.00
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,53,0.00
47.243.42.219,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.243.74.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.243.5.154,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.219.193.202,80,80,false,SIN,Asia Pacific,Singapore,54,0.00
47.236.168.17,2082,2082,false,SIN,Asia Pacific,Singapore,54,0.00
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,54,0.00
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,54,0.00
47.236.80.110,2095,2095,false,SIN,Asia Pacific,Singapore,54,0.00
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.219.84.214,2053,2053,true,SIN,Asia Pacific,Singapore,54,0.00
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.236.75.113,8080,8080,false,SIN,Asia Pacific,Singapore,54,0.00
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,54,0.00
47.236.80.110,8080,8080,false,SIN,Asia Pacific,Singapore,54,0.00
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.217.145.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,54,0.00
47.243.42.219,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.237.95.13,80,80,false,SIN,Asia Pacific,Singapore,55,0.00
8.217.121.207,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.217.121.207,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,55,0.00
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.136.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.203.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.3.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,55,0.00
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.219.67.133,2052,2052,false,SIN,Asia Pacific,Singapore,55,0.00
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,55,0.00
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.243.139.85,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,55,0.00
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,55,0.00
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,56,0.00
8.218.222.36,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.238.40.58,80,80,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.237.95.140,2083,2083,true,SIN,Asia Pacific,Singapore,56,0.00
47.242.59.216,80,80,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,56,0.00
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,56,0.00
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,56,0.00
8.219.99.169,2053,2053,true,SIN,Asia Pacific,Singapore,56,0.00
8.217.164.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.237.95.13,2082,2082,false,SIN,Asia Pacific,Singapore,56,0.00
47.243.5.154,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,56,0.00
47.237.86.185,2095,2095,false,SIN,Asia Pacific,Singapore,56,0.00
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.237.8.82,2095,2095,false,SIN,Asia Pacific,Singapore,57,0.00
47.76.159.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.219.4.122,2087,2087,true,SIN,Asia Pacific,Singapore,57,0.00
47.243.5.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,57,0.00
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,0.00
8.217.85.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.219.40.37,8080,8080,false,SIN,Asia Pacific,Singapore,57,0.00
47.237.95.156,2082,2082,false,SIN,Asia Pacific,Singapore,57,0.00
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.218.222.36,80,80,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.217.145.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.242.17.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.222.215.228,2095,2095,false,SIN,Asia Pacific,Singapore,57,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,57,0.00
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,57,0.00
47.76.94.15,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.237.10.1,8880,8880,false,SIN,Asia Pacific,Singapore,57,0.00
8.218.188.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.210.146.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.217.147.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,58,0.00
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.222.181.117,2083,2083,true,SIN,Asia Pacific,Singapore,58,0.00
8.217.121.207,2086,2086,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.243.90.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.237.82.15,2052,2052,false,SIN,Asia Pacific,Singapore,58,0.00
47.243.5.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.218.222.36,2082,2082,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,58,0.00
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,58,0.00
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,59,0.00
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,59,0.00
